t (s)	Ids (Amps)
0.000000000000	0.000000007084
0.500000000000	0.000000007904
1.000000000000	0.000000003071
1.500000000000	0.000000000840
2.000000000000	0.000000000048
2.500000000000	-0.000000000114
3.000000000000	-0.000000000380
3.500000000000	-0.000000001311
4.000000000000	-0.000000000546
4.500000000000	-0.000000000501
5.000000000000	-0.000000000567
5.500000000000	-0.000000000547
6.000000000000	-0.000000000555
6.500000000000	-0.000000000587
7.000000000000	-0.000000000551
7.500000000000	-0.000000000550
8.000000000000	-0.000000000507
8.500000000000	-0.000000000687
9.000000000000	-0.000000000595
9.500000000000	-0.000000000498
10.000000000000	-0.000000000537
10.500000000000	-0.000000000548
11.000000000000	-0.000000000442
11.500000000000	-0.000000000508
12.000000000000	-0.000000000540
12.500000000000	-0.000000000537
13.000000000000	-0.000000000528
13.500000000000	-0.000000000526
14.000000000000	-0.000000000504
14.500000000000	-0.000000000492
15.000000000000	-0.000000000506
15.500000000000	-0.000000000506
16.000000000000	-0.000000000502
16.500000000000	-0.000000000506
17.000000000000	-0.000000000505
17.500000000000	-0.000000000498
18.000000000000	-0.000000000494
18.500000000000	-0.000000000494
19.000000000000	-0.000000000509
19.500000000000	-0.000000000482
20.000000000000	-0.000000000492
20.500000000000	-0.000000000492
21.000000000000	-0.000000000494
21.500000000000	-0.000000000494
22.000000000000	-0.000000000489
22.500000000000	-0.000000000489
23.000000000000	-0.000000000474
23.500000000000	-0.000000000481
24.000000000000	-0.000000000476
24.500000000000	-0.000000000490
25.000000000000	-0.000000000491
25.500000000000	-0.000000000475
26.000000000000	-0.000000000490
26.500000000000	-0.000000000468
27.000000000000	-0.000000000477
27.500000000000	-0.000000000483
28.000000000000	-0.000000000519
28.500000000000	-0.000000000487
29.000000000000	-0.000000000500
29.500000000000	-0.000000000486
30.000000000000	-0.000000000397
30.500000000000	0.000000000346
31.000000000000	0.000000004578
31.500000000000	0.000000004987
32.000000000000	0.000000007092
32.500000000000	0.000000009856
33.000000000000	0.000000011411
33.500000000000	0.000000015282
34.000000000000	0.000000014495
34.500000000000	0.000000014810
35.000000000000	0.000000014404
35.500000000000	0.000000014128
36.000000000000	0.000000013914
36.500000000000	0.000000013756
37.000000000000	0.000000013545
37.500000000000	0.000000013388
38.000000000000	0.000000013244
38.500000000000	0.000000013166
39.000000000000	0.000000013036
39.500000000000	0.000000012875
40.000000000000	0.000000012792
40.500000000000	0.000000012735
41.000000000000	0.000000012729
41.500000000000	0.000000012661
42.000000000000	0.000000012557
42.500000000000	0.000000012463
43.000000000000	0.000000012391
43.500000000000	0.000000012302
44.000000000000	0.000000012242
44.500000000000	0.000000012205
45.000000000000	0.000000012162
45.500000000000	0.000000012084
46.000000000000	0.000000012044
46.500000000000	0.000000012025
47.000000000000	0.000000012011
47.500000000000	0.000000011958
48.000000000000	0.000000011896
48.500000000000	0.000000011867
49.000000000000	0.000000011849
49.500000000000	0.000000011814
50.000000000000	0.000000011786
50.500000000000	0.000000011717
51.000000000000	0.000000011669
51.500000000000	0.000000011705
52.000000000000	0.000000011662
52.500000000000	0.000000011653
53.000000000000	0.000000011589
53.500000000000	0.000000011593
54.000000000000	0.000000011545
54.500000000000	0.000000011531
55.000000000000	0.000000011510
55.500000000000	0.000000011533
56.000000000000	0.000000011450
56.500000000000	0.000000011536
57.000000000000	0.000000011312
57.500000000000	0.000000011386
58.000000000000	0.000000011369
58.500000000000	0.000000011310
59.000000000000	0.000000011418
59.500000000000	0.000000011302
60.000000000000	0.000000021256
60.500000000000	0.000000002516
61.000000000000	0.000000003297
61.500000000000	0.000000003144
62.000000000000	0.000000001816
62.500000000000	0.000000011669
63.000000000000	0.000000008915
63.500000000000	0.000000008832
64.000000000000	0.000000008535
64.500000000000	0.000000011460
65.000000000000	0.000000015141
65.500000000000	0.000000016999
66.000000000000	0.000000021211
66.500000000000	0.000000019161
67.000000000000	0.000000019443
67.500000000000	0.000000019764
68.000000000000	0.000000020142
68.500000000000	0.000000020399
69.000000000000	0.000000020552
69.500000000000	0.000000020148
70.000000000000	0.000000019790
70.500000000000	0.000000019563
71.000000000000	0.000000019459
71.500000000000	0.000000019237
72.000000000000	0.000000019246
72.500000000000	0.000000019139
73.000000000000	0.000000019114
73.500000000000	0.000000018990
74.000000000000	0.000000018964
74.500000000000	0.000000018935
75.000000000000	0.000000018838
75.500000000000	0.000000018779
76.000000000000	0.000000018767
76.500000000000	0.000000018657
77.000000000000	0.000000018679
77.500000000000	0.000000018614
78.000000000000	0.000000016123
78.500000000000	0.000000009035
79.000000000000	0.000000007188
79.500000000000	0.000000004020
80.000000000000	0.000000001608
80.500000000000	0.000000000911
81.000000000000	-0.000000002499
81.500000000000	-0.000000000104
82.000000000000	-0.000000000130
82.500000000000	-0.000000000194
83.000000000000	-0.000000000081
83.500000000000	0.000000003718
84.000000000000	-0.000000000439
84.500000000000	0.000000000237
85.000000000000	0.000000000369
85.500000000000	0.000000000330
86.000000000000	0.000000000326
86.500000000000	0.000000000508
87.000000000000	0.000000000087
87.500000000000	-0.000000000254
88.000000000000	-0.000000000287
88.500000000000	-0.000000003036
89.000000000000	-0.000000000445
89.500000000000	-0.000000000491
90.000000000000	-0.000000000477
90.500000000000	-0.000000000476
91.000000000000	-0.000000000523
91.500000000000	-0.000000000453
92.000000000000	-0.000000000439
92.500000000000	-0.000000000466
93.000000000000	-0.000000000449
93.500000000000	-0.000000000425
94.000000000000	-0.000000000443
94.500000000000	-0.000000000437
95.000000000000	-0.000000000422
95.500000000000	-0.000000000414
96.000000000000	0.000000002452
96.500000000000	0.000000000920
97.000000000000	0.000000002878
97.500000000000	0.000000006191
98.000000000000	0.000000008445
98.500000000000	0.000000013767
99.000000000000	0.000000011249
99.500000000000	0.000000011038
100.000000000000	0.000000010973
100.500000000000	0.000000010690
101.000000000000	0.000000010520
101.500000000000	0.000000010574
102.000000000000	0.000000010176
102.500000000000	0.000000010094
103.000000000000	0.000000010088
103.500000000000	0.000000010026
104.000000000000	0.000000009984
104.500000000000	0.000000009893
105.000000000000	0.000000009890
105.500000000000	0.000000009867
106.000000000000	0.000000009754
106.500000000000	0.000000009770
107.000000000000	0.000000009666
107.500000000000	0.000000009666
108.000000000000	0.000000009587
108.500000000000	0.000000009601
109.000000000000	0.000000009511
109.500000000000	0.000000009513
110.000000000000	0.000000009475
110.500000000000	0.000000009446
111.000000000000	0.000000009419
111.500000000000	0.000000009395
112.000000000000	0.000000009313
112.500000000000	0.000000009283
113.000000000000	0.000000009287
113.500000000000	0.000000009301
114.000000000000	0.000000009350
114.500000000000	0.000000009281
115.000000000000	0.000000009250
115.500000000000	0.000000009264
116.000000000000	0.000000009268
116.500000000000	0.000000009326
117.000000000000	0.000000009188
117.500000000000	0.000000009198
118.000000000000	0.000000009391
118.500000000000	0.000000009209
119.000000000000	0.000000009170
119.500000000000	0.000000009140
120.000000000000	0.000000009163
120.500000000000	0.000000009098
121.000000000000	0.000000009108
121.500000000000	0.000000009104
122.000000000000	0.000000009089
122.500000000000	0.000000009077
123.000000000000	0.000000009152
123.500000000000	0.000000009059
124.000000000000	0.000000008959
124.500000000000	0.000000009038
125.000000000000	0.000000008977
125.500000000000	0.000000009005
126.000000000000	0.000000008955
126.500000000000	0.000000008814
127.000000000000	0.000000008979
127.500000000000	0.000000008919
128.000000000000	0.000000008903
128.500000000000	0.000000008904
129.000000000000	0.000000008907
129.500000000000	0.000000008848
130.000000000000	0.000000008879
130.500000000000	0.000000008894
131.000000000000	0.000000008857
131.500000000000	0.000000008836
132.000000000000	0.000000008910
132.500000000000	0.000000008823
133.000000000000	0.000000008876
133.500000000000	0.000000008855
134.000000000000	0.000000008855
134.500000000000	0.000000008752
135.000000000000	0.000000008786
135.500000000000	0.000000008872
136.000000000000	0.000000008813
136.500000000000	0.000000008779
137.000000000000	0.000000008762
137.500000000000	0.000000008832
138.000000000000	0.000000008795
138.500000000000	0.000000008767
139.000000000000	0.000000008777
139.500000000000	0.000000008781
140.000000000000	0.000000008723
140.500000000000	0.000000008724
